time,mean,volatility
0.7777777777777778,-1.7710636125739101e-06,0.0009276511179766649
0.787878787878788,-1.5760636935213822e-06,0.0009087144011617821
0.797979797979798,-1.381063774468856e-06,0.0008893745718617531
0.8080808080808082,-1.186063855416328e-06,0.0008696047350778032
0.8181818181818182,-9.910639363638e-07,0.0008493748651009144
0.8282828282828284,-7.96064017311272e-07,0.0008286512702341414
0.8383838383838385,-6.010640982587474e-07,0.0008073959337624363
0.8484848484848485,-4.060641792062195e-07,0.0007855656942939758
0.8585858585858587,-2.1106426015369151e-07,0.0007631112148612654
0.8686868686868687,-1.606434110116355e-08,0.0007399756701692947
0.8787878787878789,1.789355779513644e-07,0.0007160930516615534
0.888888888888889,3.73935497003889e-07,0.0006913859449203582
0.8989898989898991,5.689354160564203e-07,0.0006657625635531605
0.9090909090909092,7.639353351089449e-07,0.0006391127108924813
0.9191919191919192,9.589352541614729e-07,0.0006113021539466358
0.9292929292929294,1.1539351732140008e-06,0.0005821645726212274
0.9393939393939394,1.3489350922665254e-06,0.0005514896697225766
0.9494949494949496,1.5439350113190568e-06,0.0005190049344718951
0.9595959595959597,1.7389349303715813e-06,0.0004843463514899607
0.9696969696969697,1.9339348494241093e-06,0.00044700856188343473
0.9797979797979799,2.1289347684766373e-06,0.0004062535176371479
0.98989898989899,2.323934687529162e-06,0.00036092545876955864
1.0,2.51893460658169e-06,0.00030901853178001595
